nr_pedido,dt_momento,codigo_filial,nome_filial,codigo_cliente,nome_cliente,uf,codigo_produto,descricao_produto,marca,preco_unitario,quantidade,avaliacao
3086,2019-11-05,5,Filial 5,68,Cliente 68,AL,14,Produto 14,Marca 3,2.87,3,4
3087,2019-11-05,8,Filial 8,98,Cliente 98,TO,7,Produto 7,Marca 1,21.32,7,3
3088,2019-11-05,10,Filial 10,11,Cliente 11,SC,3,Produto 3,Marca 2,49.45,7,2
3089,2019-11-05,4,Filial 4,50,Cliente 50,GO,6,Produto 6,Marca 1,87.73,6,5
3090,2019-11-05,9,Filial 9,100,Cliente 100,MS,17,Produto 17,Marca 2,23.67,3,4
3091,2019-11-06,10,Filial 10,23,Cliente 23,CE,11,Produto 11,Marca 1,17.47,6,5
3092,2019-11-06,8,Filial 8,70,Cliente 70,MA,4,Produto 4,Marca 3,44.85,3,4
3093,2019-11-06,2,Filial 2,73,Cliente 73,PE,2,Produto 2,Marca 3,99.33,4,2
3094,2019-11-06,5,Filial 5,77,Cliente 77,AM,9,Produto 9,Marca 2,41.93,7,4
3095,2019-11-06,1,Filial 1,7,Cliente 7,PA,15,Produto 15,Marca 1,14.57,5,4
3096,2019-11-06,7,Filial 7,79,Cliente 79,RN,8,Produto 8,Marca 2,44.87,6,4
3097,2019-11-06,4,Filial 4,86,Cliente 86,RN,15,Produto 15,Marca 1,14.57,3,4
3098,2019-11-06,9,Filial 9,1,Cliente 1,MA,7,Produto 7,Marca 1,21.32,7,5
3099,2019-11-06,3,Filial 3,57,Cliente 57,SP,16,Produto 16,Marca 2,12.40,5,5
3100,2019-11-06,6,Filial 6,66,Cliente 66,DF,5,Produto 5,Marca 1,86.60,3,4
3101,2019-11-07,2,Filial 2,25,Cliente 25,PA,2,Produto 2,Marca 3,99.33,2,2
3102,2019-11-07,3,Filial 3,44,Cliente 44,PI,10,Produto 10,Marca 1,33.55,7,3
3103,2019-11-07,1,Filial 1,82,Cliente 82,SP,6,Produto 6,Marca 1,87.73,4,4
3104,2019-11-07,6,Filial 6,47,Cliente 47,RN,11,Produto 11,Marca 1,17.47,6,2
3105,2019-11-07,4,Filial 4,21,Cliente 21,AL,5,Produto 5,Marca 1,86.60,4,2
3106,2019-11-07,5,Filial 5,26,Cliente 26,RO,19,Produto 19,Marca 1,16.28,7,4
3107,2019-11-07,7,Filial 7,63,Cliente 63,RO,19,Produto 19,Marca 1,16.28,2,3
3108,2019-11-07,8,Filial 8,21,Cliente 21,AL,14,Produto 14,Marca 3,2.87,2,4
3109,2019-11-07,10,Filial 10,35,Cliente 35,PB,4,Produto 4,Marca 3,44.85,4,3
3110,2019-11-07,9,Filial 9,86,Cliente 86,RN,14,Produto 14,Marca 3,2.87,6,4
3111,2019-11-08,6,Filial 6,32,Cliente 32,SE,3,Produto 3,Marca 2,49.45,2,4
3112,2019-11-08,4,Filial 4,3,Cliente 3,TO,10,Produto 10,Marca 1,33.55,7,3
3113,2019-11-08,3,Filial 3,19,Cliente 19,MS,17,Produto 17,Marca 2,23.67,6,5
3114,2019-11-08,9,Filial 9,57,Cliente 57,SP,20,Produto 20,Marca 2,64.09,5,4
3115,2019-11-08,1,Filial 1,46,Cliente 46,RR,6,Produto 6,Marca 1,87.73,7,5
3116,2019-11-08,2,Filial 2,4,Cliente 4,CE,7,Produto 7,Marca 1,21.32,3,5
3117,2019-11-08,8,Filial 8,27,Cliente 27,ES,13,Produto 13,Marca 3,18.60,6,5
3118,2019-11-08,10,Filial 10,68,Cliente 68,AL,9,Produto 9,Marca 2,41.93,7,5
3119,2019-11-08,7,Filial 7,53,Cliente 53,RR,14,Produto 14,Marca 3,2.87,3,4
3120,2019-11-08,5,Filial 5,70,Cliente 70,MA,18,Produto 18,Marca 2,98.95,2,3
3121,2019-11-09,2,Filial 2,32,Cliente 32,SE,6,Produto 6,Marca 1,87.73,7,2
3122,2019-11-09,10,Filial 10,94,Cliente 94,PE,10,Produto 10,Marca 1,33.55,3,3
3123,2019-11-09,8,Filial 8,57,Cliente 57,SP,16,Produto 16,Marca 2,12.40,7,2
3124,2019-11-09,1,Filial 1,21,Cliente 21,AL,11,Produto 11,Marca 1,17.47,5,4
3125,2019-11-09,7,Filial 7,78,Cliente 78,PR,18,Produto 18,Marca 2,98.95,2,5
3126,2019-11-09,5,Filial 5,17,Cliente 17,PA,16,Produto 16,Marca 2,12.40,7,4
3127,2019-11-09,6,Filial 6,73,Cliente 73,PE,15,Produto 15,Marca 1,14.57,6,2
3128,2019-11-09,4,Filial 4,72,Cliente 72,SE,11,Produto 11,Marca 1,17.47,4,4
3129,2019-11-09,9,Filial 9,10,Cliente 10,SP,19,Produto 19,Marca 1,16.28,6,2
3130,2019-11-09,3,Filial 3,47,Cliente 47,RN,9,Produto 9,Marca 2,41.93,2,4
3131,2019-11-10,6,Filial 6,99,Cliente 99,MG,7,Produto 7,Marca 1,21.32,7,4
3132,2019-11-10,4,Filial 4,56,Cliente 56,GO,10,Produto 10,Marca 1,33.55,2,5
3133,2019-11-10,9,Filial 9,18,Cliente 18,MG,15,Produto 15,Marca 1,14.57,7,4
3134,2019-11-10,1,Filial 1,54,Cliente 54,RO,11,Produto 11,Marca 1,17.47,6,5
3135,2019-11-10,2,Filial 2,7,Cliente 7,PA,8,Produto 8,Marca 2,44.87,7,5
3136,2019-11-10,8,Filial 8,93,Cliente 93,RJ,7,Produto 7,Marca 1,21.32,7,2
3137,2019-11-10,7,Filial 7,71,Cliente 71,RS,9,Produto 9,Marca 2,41.93,5,5
3138,2019-11-10,10,Filial 10,99,Cliente 99,MG,13,Produto 13,Marca 3,18.60,7,3
3139,2019-11-10,5,Filial 5,65,Cliente 65,MA,9,Produto 9,Marca 2,41.93,6,4
3140,2019-11-10,3,Filial 3,12,Cliente 12,BA,17,Produto 17,Marca 2,23.67,3,5
3141,2019-11-11,6,Filial 6,95,Cliente 95,GO,8,Produto 8,Marca 2,44.87,5,2
3142,2019-11-11,4,Filial 4,74,Cliente 74,AM,3,Produto 3,Marca 2,49.45,4,4
3143,2019-11-11,3,Filial 3,77,Cliente 77,AM,20,Produto 20,Marca 2,64.09,4,2
3144,2019-11-11,8,Filial 8,24,Cliente 24,PR,20,Produto 20,Marca 2,64.09,2,4
3145,2019-11-11,1,Filial 1,67,Cliente 67,ES,16,Produto 16,Marca 2,12.40,3,5
3146,2019-11-11,9,Filial 9,72,Cliente 72,SE,16,Produto 16,Marca 2,12.40,4,4
3147,2019-11-11,10,Filial 10,1,Cliente 1,MA,17,Produto 17,Marca 2,23.67,6,4
3148,2019-11-11,2,Filial 2,78,Cliente 78,PR,20,Produto 20,Marca 2,64.09,3,5
3149,2019-11-11,7,Filial 7,79,Cliente 79,RN,18,Produto 18,Marca 2,98.95,2,5
3150,2019-11-11,5,Filial 5,56,Cliente 56,GO,6,Produto 6,Marca 1,87.73,2,5
3151,2019-11-12,10,Filial 10,94,Cliente 94,PE,7,Produto 7,Marca 1,21.32,3,3
3152,2019-11-12,2,Filial 2,75,Cliente 75,RS,14,Produto 14,Marca 3,2.87,3,2
3153,2019-11-12,3,Filial 3,35,Cliente 35,PB,18,Produto 18,Marca 2,98.95,4,4
3154,2019-11-12,1,Filial 1,61,Cliente 61,SE,18,Produto 18,Marca 2,98.95,4,5
3155,2019-11-12,9,Filial 9,92,Cliente 92,AL,12,Produto 12,Marca 2,68.11,7,4
3156,2019-11-12,6,Filial 6,78,Cliente 78,PR,18,Produto 18,Marca 2,98.95,3,2
3157,2019-11-12,8,Filial 8,12,Cliente 12,BA,16,Produto 16,Marca 2,12.40,6,5
3158,2019-11-12,5,Filial 5,95,Cliente 95,GO,10,Produto 10,Marca 1,33.55,6,4
3159,2019-11-12,4,Filial 4,33,Cliente 33,GO,9,Produto 9,Marca 2,41.93,7,5
3160,2019-11-12,7,Filial 7,3,Cliente 3,TO,11,Produto 11,Marca 1,17.47,7,3
3161,2019-11-13,5,Filial 5,12,Cliente 12,BA,16,Produto 16,Marca 2,12.40,2,2
3162,2019-11-13,2,Filial 2,59,Cliente 59,PB,5,Produto 5,Marca 1,86.60,5,4
3163,2019-11-13,1,Filial 1,96,Cliente 96,RJ,13,Produto 13,Marca 3,18.60,3,4
3164,2019-11-13,6,Filial 6,19,Cliente 19,MS,17,Produto 17,Marca 2,23.67,7,3
3165,2019-11-13,10,Filial 10,35,Cliente 35,PB,4,Produto 4,Marca 3,44.85,6,3
3166,2019-11-13,9,Filial 9,93,Cliente 93,RJ,17,Produto 17,Marca 2,23.67,7,2
3167,2019-11-13,7,Filial 7,32,Cliente 32,SE,10,Produto 10,Marca 1,33.55,2,4
3168,2019-11-13,4,Filial 4,91,Cliente 91,SP,3,Produto 3,Marca 2,49.45,2,3
3169,2019-11-13,3,Filial 3,54,Cliente 54,RO,7,Produto 7,Marca 1,21.32,2,3
3170,2019-11-13,8,Filial 8,29,Cliente 29,MT,7,Produto 7,Marca 1,21.32,4,4
3171,2019-11-14,9,Filial 9,44,Cliente 44,PI,10,Produto 10,Marca 1,33.55,5,4
3172,2019-11-14,1,Filial 1,71,Cliente 71,RS,19,Produto 19,Marca 1,16.28,7,4
3173,2019-11-14,4,Filial 4,9,Cliente 9,RN,19,Produto 19,Marca 1,16.28,3,2
3174,2019-11-14,3,Filial 3,43,Cliente 43,MS,20,Produto 20,Marca 2,64.09,5,4
3175,2019-11-14,7,Filial 7,92,Cliente 92,AL,13,Produto 13,Marca 3,18.60,6,2
3176,2019-11-14,10,Filial 10,85,Cliente 85,MA,12,Produto 12,Marca 2,68.11,3,2
3177,2019-11-14,2,Filial 2,2,Cliente 2,CE,6,Produto 6,Marca 1,87.73,2,3
3178,2019-11-14,5,Filial 5,8,Cliente 8,RJ,12,Produto 12,Marca 2,68.11,7,2
3179,2019-11-14,6,Filial 6,66,Cliente 66,DF,13,Produto 13,Marca 3,18.60,2,3
3180,2019-11-14,8,Filial 8,90,Cliente 90,PR,9,Produto 9,Marca 2,41.93,7,3
3181,2019-11-15,3,Filial 3,60,Cliente 60,SE,13,Produto 13,Marca 3,18.60,6,5
3182,2019-11-15,10,Filial 10,54,Cliente 54,RO,11,Produto 11,Marca 1,17.47,4,5
3183,2019-11-15,9,Filial 9,5,Cliente 5,AP,17,Produto 17,Marca 2,23.67,7,2
3184,2019-11-15,5,Filial 5,98,Cliente 98,TO,3,Produto 3,Marca 2,49.45,7,5
3185,2019-11-15,2,Filial 2,75,Cliente 75,RS,7,Produto 7,Marca 1,21.32,2,4
3186,2019-11-15,6,Filial 6,65,Cliente 65,MA,14,Produto 14,Marca 3,2.87,6,2
3187,2019-11-15,1,Filial 1,16,Cliente 16,MA,14,Produto 14,Marca 3,2.87,4,2
3188,2019-11-15,7,Filial 7,95,Cliente 95,GO,6,Produto 6,Marca 1,87.73,6,2
3189,2019-11-15,8,Filial 8,92,Cliente 92,AL,7,Produto 7,Marca 1,21.32,2,2
3190,2019-11-15,4,Filial 4,84,Cliente 84,BA,15,Produto 15,Marca 1,14.57,4,2
3191,2019-11-16,9,Filial 9,26,Cliente 26,RO,17,Produto 17,Marca 2,23.67,2,4
3192,2019-11-16,7,Filial 7,64,Cliente 64,PA,3,Produto 3,Marca 2,49.45,2,2
3193,2019-11-16,2,Filial 2,31,Cliente 31,CE,2,Produto 2,Marca 3,99.33,3,2
3194,2019-11-16,3,Filial 3,2,Cliente 2,CE,2,Produto 2,Marca 3,99.33,5,2
3195,2019-11-16,4,Filial 4,11,Cliente 11,SC,10,Produto 10,Marca 1,33.55,3,4
3196,2019-11-16,6,Filial 6,41,Cliente 41,PA,2,Produto 2,Marca 3,99.33,4,3
3197,2019-11-16,5,Filial 5,50,Cliente 50,GO,12,Produto 12,Marca 2,68.11,5,4
3198,2019-11-16,10,Filial 10,28,Cliente 28,PB,14,Produto 14,Marca 3,2.87,3,5
3199,2019-11-16,8,Filial 8,20,Cliente 20,PB,16,Produto 16,Marca 2,12.40,6,2
3200,2019-11-16,1,Filial 1,70,Cliente 70,MA,3,Produto 3,Marca 2,49.45,7,2
3201,2019-11-17,3,Filial 3,100,Cliente 100,MS,19,Produto 19,Marca 1,16.28,7,2
3202,2019-11-17,6,Filial 6,4,Cliente 4,CE,8,Produto 8,Marca 2,44.87,4,3
3203,2019-11-17,4,Filial 4,70,Cliente 70,MA,2,Produto 2,Marca 3,99.33,3,2
3204,2019-11-17,7,Filial 7,68,Cliente 68,AL,13,Produto 13,Marca 3,18.60,2,4
3205,2019-11-17,8,Filial 8,5,Cliente 5,AP,17,Produto 17,Marca 2,23.67,4,2
3206,2019-11-17,1,Filial 1,63,Cliente 63,RO,6,Produto 6,Marca 1,87.73,7,5
3207,2019-11-17,10,Filial 10,8,Cliente 8,RJ,6,Produto 6,Marca 1,87.73,4,2
3208,2019-11-17,2,Filial 2,29,Cliente 29,MT,6,Produto 6,Marca 1,87.73,2,3
3209,2019-11-17,9,Filial 9,53,Cliente 53,RR,6,Produto 6,Marca 1,87.73,3,4
3210,2019-11-17,5,Filial 5,86,Cliente 86,RN,17,Produto 17,Marca 2,23.67,3,3
3211,2019-11-18,9,Filial 9,52,Cliente 52,PI,14,Produto 14,Marca 3,2.87,7,2
3212,2019-11-18,10,Filial 10,28,Cliente 28,PB,14,Produto 14,Marca 3,2.87,4,4
3213,2019-11-18,6,Filial 6,61,Cliente 61,SE,5,Produto 5,Marca 1,86.60,4,3
3214,2019-11-18,1,Filial 1,57,Cliente 57,SP,5,Produto 5,Marca 1,86.60,6,5
3215,2019-11-18,5,Filial 5,64,Cliente 64,PA,12,Produto 12,Marca 2,68.11,3,3
3216,2019-11-18,3,Filial 3,48,Cliente 48,MS,3,Produto 3,Marca 2,49.45,4,3
3217,2019-11-18,4,Filial 4,39,Cliente 39,AL,9,Produto 9,Marca 2,41.93,6,5
3218,2019-11-18,2,Filial 2,100,Cliente 100,MS,18,Produto 18,Marca 2,98.95,7,5
3219,2019-11-18,8,Filial 8,26,Cliente 26,RO,11,Produto 11,Marca 1,17.47,2,5
3220,2019-11-18,7,Filial 7,42,Cliente 42,SE,8,Produto 8,Marca 2,44.87,2,5
3221,2019-11-19,5,Filial 5,1,Cliente 1,MA,17,Produto 17,Marca 2,23.67,4,2
3222,2019-11-19,10,Filial 10,73,Cliente 73,PE,9,Produto 9,Marca 2,41.93,4,3
3223,2019-11-19,7,Filial 7,11,Cliente 11,SC,6,Produto 6,Marca 1,87.73,7,3
3224,2019-11-19,8,Filial 8,11,Cliente 11,SC,9,Produto 9,Marca 2,41.93,4,2
3225,2019-11-19,1,Filial 1,2,Cliente 2,CE,20,Produto 20,Marca 2,64.09,5,5
3226,2019-11-19,6,Filial 6,16,Cliente 16,MA,14,Produto 14,Marca 3,2.87,5,4
3227,2019-11-19,2,Filial 2,93,Cliente 93,RJ,13,Produto 13,Marca 3,18.60,7,5
3228,2019-11-19,9,Filial 9,3,Cliente 3,TO,6,Produto 6,Marca 1,87.73,4,3
3229,2019-11-19,3,Filial 3,17,Cliente 17,PA,6,Produto 6,Marca 1,87.73,5,3
3230,2019-11-19,4,Filial 4,52,Cliente 52,PI,15,Produto 15,Marca 1,14.57,4,2
3231,2019-11-20,4,Filial 4,95,Cliente 95,GO,10,Produto 10,Marca 1,33.55,5,5
3232,2019-11-20,5,Filial 5,29,Cliente 29,MT,10,Produto 10,Marca 1,33.55,6,2
3233,2019-11-20,2,Filial 2,22,Cliente 22,CE,9,Produto 9,Marca 2,41.93,5,4
3234,2019-11-20,8,Filial 8,89,Cliente 89,RR,13,Produto 13,Marca 3,18.60,5,2
3235,2019-11-20,6,Filial 6,27,Cliente 27,ES,20,Produto 20,Marca 2,64.09,2,5
3236,2019-11-20,3,Filial 3,11,Cliente 11,SC,3,Produto 3,Marca 2,49.45,7,3
3237,2019-11-20,9,Filial 9,46,Cliente 46,RR,9,Produto 9,Marca 2,41.93,7,4
3238,2019-11-20,10,Filial 10,90,Cliente 90,PR,16,Produto 16,Marca 2,12.40,5,3
3239,2019-11-20,1,Filial 1,94,Cliente 94,PE,11,Produto 11,Marca 1,17.47,4,3
3240,2019-11-20,7,Filial 7,75,Cliente 75,RS,17,Produto 17,Marca 2,23.67,4,4
3241,2019-11-21,7,Filial 7,20,Cliente 20,PB,3,Produto 3,Marca 2,49.45,7,2
3242,2019-11-21,1,Filial 1,77,Cliente 77,AM,18,Produto 18,Marca 2,98.95,6,2
3243,2019-11-21,4,Filial 4,25,Cliente 25,PA,2,Produto 2,Marca 3,99.33,7,3
3244,2019-11-21,2,Filial 2,64,Cliente 64,PA,8,Produto 8,Marca 2,44.87,2,3
3245,2019-11-21,3,Filial 3,13,Cliente 13,GO,7,Produto 7,Marca 1,21.32,5,3
3246,2019-11-21,8,Filial 8,13,Cliente 13,GO,14,Produto 14,Marca 3,2.87,6,2
3247,2019-11-21,10,Filial 10,25,Cliente 25,PA,2,Produto 2,Marca 3,99.33,7,4
3248,2019-11-21,5,Filial 5,77,Cliente 77,AM,2,Produto 2,Marca 3,99.33,3,3
3249,2019-11-21,6,Filial 6,41,Cliente 41,PA,9,Produto 9,Marca 2,41.93,7,3
3250,2019-11-21,9,Filial 9,85,Cliente 85,MA,3,Produto 3,Marca 2,49.45,2,3
3251,2019-11-22,6,Filial 6,32,Cliente 32,SE,9,Produto 9,Marca 2,41.93,6,2
3252,2019-11-22,4,Filial 4,7,Cliente 7,PA,17,Produto 17,Marca 2,23.67,3,4
3253,2019-11-22,2,Filial 2,22,Cliente 22,CE,19,Produto 19,Marca 1,16.28,4,2
3254,2019-11-22,10,Filial 10,88,Cliente 88,PA,7,Produto 7,Marca 1,21.32,2,4
3255,2019-11-22,7,Filial 7,93,Cliente 93,RJ,9,Produto 9,Marca 2,41.93,6,3
3256,2019-11-22,8,Filial 8,27,Cliente 27,ES,7,Produto 7,Marca 1,21.32,3,3
3257,2019-11-22,1,Filial 1,82,Cliente 82,SP,8,Produto 8,Marca 2,44.87,3,2
3258,2019-11-22,5,Filial 5,80,Cliente 80,RR,16,Produto 16,Marca 2,12.40,2,2
3259,2019-11-22,3,Filial 3,55,Cliente 55,ES,12,Produto 12,Marca 2,68.11,3,4
3260,2019-11-22,9,Filial 9,48,Cliente 48,MS,17,Produto 17,Marca 2,23.67,7,3
3261,2019-11-23,5,Filial 5,16,Cliente 16,MA,5,Produto 5,Marca 1,86.60,4,3
3262,2019-11-23,8,Filial 8,22,Cliente 22,CE,9,Produto 9,Marca 2,41.93,7,3
3263,2019-11-23,9,Filial 9,65,Cliente 65,MA,9,Produto 9,Marca 2,41.93,2,5
3264,2019-11-23,6,Filial 6,44,Cliente 44,PI,18,Produto 18,Marca 2,98.95,3,5
3265,2019-11-23,4,Filial 4,67,Cliente 67,ES,10,Produto 10,Marca 1,33.55,3,3
3266,2019-11-23,1,Filial 1,50,Cliente 50,GO,14,Produto 14,Marca 3,2.87,2,3
3267,2019-11-23,3,Filial 3,69,Cliente 69,SE,9,Produto 9,Marca 2,41.93,3,5
3268,2019-11-23,10,Filial 10,27,Cliente 27,ES,2,Produto 2,Marca 3,99.33,4,2
3269,2019-11-23,7,Filial 7,35,Cliente 35,PB,7,Produto 7,Marca 1,21.32,3,5
3270,2019-11-23,2,Filial 2,97,Cliente 97,MG,5,Produto 5,Marca 1,86.60,4,4
3271,2019-11-24,6,Filial 6,51,Cliente 51,MG,14,Produto 14,Marca 3,2.87,6,3
3272,2019-11-24,5,Filial 5,49,Cliente 49,RS,6,Produto 6,Marca 1,87.73,3,2
3273,2019-11-24,2,Filial 2,94,Cliente 94,PE,8,Produto 8,Marca 2,44.87,4,3
3274,2019-11-24,4,Filial 4,95,Cliente 95,GO,11,Produto 11,Marca 1,17.47,6,3
3275,2019-11-24,7,Filial 7,31,Cliente 31,CE,6,Produto 6,Marca 1,87.73,4,3
3276,2019-11-24,3,Filial 3,26,Cliente 26,RO,18,Produto 18,Marca 2,98.95,5,5
3277,2019-11-24,10,Filial 10,34,Cliente 34,RS,3,Produto 3,Marca 2,49.45,4,5
3278,2019-11-24,9,Filial 9,10,Cliente 10,SP,10,Produto 10,Marca 1,33.55,4,3
3279,2019-11-24,8,Filial 8,87,Cliente 87,RJ,14,Produto 14,Marca 3,2.87,5,4
3280,2019-11-24,1,Filial 1,2,Cliente 2,CE,6,Produto 6,Marca 1,87.73,2,3
3281,2019-11-25,10,Filial 10,59,Cliente 59,PB,7,Produto 7,Marca 1,21.32,7,2
3282,2019-11-25,2,Filial 2,16,Cliente 16,MA,18,Produto 18,Marca 2,98.95,3,3
3283,2019-11-25,5,Filial 5,29,Cliente 29,MT,2,Produto 2,Marca 3,99.33,7,3
3284,2019-11-25,7,Filial 7,15,Cliente 15,AC,18,Produto 18,Marca 2,98.95,7,3
3285,2019-11-25,8,Filial 8,29,Cliente 29,MT,8,Produto 8,Marca 2,44.87,5,4
3286,2019-11-25,1,Filial 1,52,Cliente 52,PI,12,Produto 12,Marca 2,68.11,4,3
3287,2019-11-25,3,Filial 3,49,Cliente 49,RS,5,Produto 5,Marca 1,86.60,6,2
3288,2019-11-25,6,Filial 6,96,Cliente 96,RJ,8,Produto 8,Marca 2,44.87,7,2
3289,2019-11-25,9,Filial 9,56,Cliente 56,GO,12,Produto 12,Marca 2,68.11,6,2
3290,2019-11-25,4,Filial 4,74,Cliente 74,AM,11,Produto 11,Marca 1,17.47,3,3
3291,2019-11-26,4,Filial 4,37,Cliente 37,RS,6,Produto 6,Marca 1,87.73,2,5
3292,2019-11-26,2,Filial 2,25,Cliente 25,PA,20,Produto 20,Marca 2,64.09,4,2
3293,2019-11-26,6,Filial 6,55,Cliente 55,ES,20,Produto 20,Marca 2,64.09,3,5
3294,2019-11-26,9,Filial 9,16,Cliente 16,MA,7,Produto 7,Marca 1,21.32,5,4
3295,2019-11-26,8,Filial 8,90,Cliente 90,PR,4,Produto 4,Marca 3,44.85,2,3
3296,2019-11-26,3,Filial 3,47,Cliente 47,RN,4,Produto 4,Marca 3,44.85,3,2
3297,2019-11-26,7,Filial 7,10,Cliente 10,SP,16,Produto 16,Marca 2,12.40,6,3
3298,2019-11-26,1,Filial 1,31,Cliente 31,CE,5,Produto 5,Marca 1,86.60,6,5
3299,2019-11-26,10,Filial 10,52,Cliente 52,PI,6,Produto 6,Marca 1,87.73,3,3
3300,2019-11-26,5,Filial 5,37,Cliente 37,RS,14,Produto 14,Marca 3,2.87,5,5
3301,2019-11-27,1,Filial 1,42,Cliente 42,SE,18,Produto 18,Marca 2,98.95,6,4
3302,2019-11-27,2,Filial 2,17,Cliente 17,PA,18,Produto 18,Marca 2,98.95,4,4
3303,2019-11-27,8,Filial 8,23,Cliente 23,CE,6,Produto 6,Marca 1,87.73,3,3
3304,2019-11-27,3,Filial 3,57,Cliente 57,SP,5,Produto 5,Marca 1,86.60,3,3
3305,2019-11-27,4,Filial 4,70,Cliente 70,MA,12,Produto 12,Marca 2,68.11,3,4
3306,2019-11-27,5,Filial 5,88,Cliente 88,PA,6,Produto 6,Marca 1,87.73,3,4
3307,2019-11-27,7,Filial 7,4,Cliente 4,CE,17,Produto 17,Marca 2,23.67,4,5
3308,2019-11-27,10,Filial 10,59,Cliente 59,PB,4,Produto 4,Marca 3,44.85,2,2
3309,2019-11-27,6,Filial 6,14,Cliente 14,AL,5,Produto 5,Marca 1,86.60,6,3
3310,2019-11-27,9,Filial 9,72,Cliente 72,SE,8,Produto 8,Marca 2,44.87,3,4
3311,2019-11-28,8,Filial 8,37,Cliente 37,RS,19,Produto 19,Marca 1,16.28,2,5
3312,2019-11-28,9,Filial 9,77,Cliente 77,AM,11,Produto 11,Marca 1,17.47,2,4
3313,2019-11-28,6,Filial 6,11,Cliente 11,SC,8,Produto 8,Marca 2,44.87,6,2
3314,2019-11-28,5,Filial 5,40,Cliente 40,MT,14,Produto 14,Marca 3,2.87,6,3
3315,2019-11-28,2,Filial 2,4,Cliente 4,CE,3,Produto 3,Marca 2,49.45,2,4
3316,2019-11-28,3,Filial 3,61,Cliente 61,SE,4,Produto 4,Marca 3,44.85,5,3
3317,2019-11-28,1,Filial 1,50,Cliente 50,GO,15,Produto 15,Marca 1,14.57,6,2
3318,2019-11-28,7,Filial 7,75,Cliente 75,RS,14,Produto 14,Marca 3,2.87,6,5
3319,2019-11-28,4,Filial 4,85,Cliente 85,MA,17,Produto 17,Marca 2,23.67,7,4
3320,2019-11-28,10,Filial 10,55,Cliente 55,ES,17,Produto 17,Marca 2,23.67,5,4
3321,2019-11-29,2,Filial 2,12,Cliente 12,BA,12,Produto 12,Marca 2,68.11,5,3
3322,2019-11-29,8,Filial 8,90,Cliente 90,PR,9,Produto 9,Marca 2,41.93,3,2
3323,2019-11-29,9,Filial 9,86,Cliente 86,RN,7,Produto 7,Marca 1,21.32,6,2
3324,2019-11-29,3,Filial 3,91,Cliente 91,SP,15,Produto 15,Marca 1,14.57,4,5
3325,2019-11-29,1,Filial 1,72,Cliente 72,SE,18,Produto 18,Marca 2,98.95,5,5
3326,2019-11-29,7,Filial 7,73,Cliente 73,PE,3,Produto 3,Marca 2,49.45,7,5
3327,2019-11-29,5,Filial 5,56,Cliente 56,GO,16,Produto 16,Marca 2,12.40,2,3
3328,2019-11-29,10,Filial 10,47,Cliente 47,RN,5,Produto 5,Marca 1,86.60,2,2
3329,2019-11-29,4,Filial 4,28,Cliente 28,PB,10,Produto 10,Marca 1,33.55,4,4
3330,2019-11-29,6,Filial 6,33,Cliente 33,GO,20,Produto 20,Marca 2,64.09,7,4
3331,2019-11-30,3,Filial 3,93,Cliente 93,RJ,16,Produto 16,Marca 2,12.40,5,4
3332,2019-11-30,1,Filial 1,70,Cliente 70,MA,10,Produto 10,Marca 1,33.55,2,5
3333,2019-11-30,2,Filial 2,29,Cliente 29,MT,14,Produto 14,Marca 3,2.87,4,5
3334,2019-11-30,9,Filial 9,25,Cliente 25,PA,6,Produto 6,Marca 1,87.73,5,2
3335,2019-11-30,6,Filial 6,50,Cliente 50,GO,5,Produto 5,Marca 1,86.60,4,4
3336,2019-11-30,10,Filial 10,91,Cliente 91,SP,3,Produto 3,Marca 2,49.45,3,2
3337,2019-11-30,5,Filial 5,55,Cliente 55,ES,16,Produto 16,Marca 2,12.40,3,5
3338,2019-11-30,4,Filial 4,90,Cliente 90,PR,4,Produto 4,Marca 3,44.85,4,3
3339,2019-11-30,7,Filial 7,89,Cliente 89,RR,2,Produto 2,Marca 3,99.33,3,3
3340,2019-11-30,8,Filial 8,86,Cliente 86,RN,12,Produto 12,Marca 2,68.11,7,2
3341,2019-12-01,5,Filial 5,91,Cliente 91,SP,2,Produto 2,Marca 3,99.33,4,4
3342,2019-12-01,2,Filial 2,97,Cliente 97,MG,20,Produto 20,Marca 2,64.09,4,4
3343,2019-12-01,6,Filial 6,26,Cliente 26,RO,2,Produto 2,Marca 3,99.33,2,4
3344,2019-12-01,8,Filial 8,6,Cliente 6,RN,8,Produto 8,Marca 2,44.87,4,3
3345,2019-12-01,10,Filial 10,74,Cliente 74,AM,17,Produto 17,Marca 2,23.67,6,5
3346,2019-12-01,9,Filial 9,38,Cliente 38,RJ,20,Produto 20,Marca 2,64.09,3,4
3347,2019-12-01,1,Filial 1,85,Cliente 85,MA,17,Produto 17,Marca 2,23.67,3,4
3348,2019-12-01,7,Filial 7,19,Cliente 19,MS,5,Produto 5,Marca 1,86.60,2,3
3349,2019-12-01,3,Filial 3,93,Cliente 93,RJ,20,Produto 20,Marca 2,64.09,3,3
3350,2019-12-01,4,Filial 4,25,Cliente 25,PA,12,Produto 12,Marca 2,68.11,5,2
3351,2019-12-02,6,Filial 6,55,Cliente 55,ES,16,Produto 16,Marca 2,12.40,2,3
3352,2019-12-02,7,Filial 7,44,Cliente 44,PI,20,Produto 20,Marca 2,64.09,3,3
